text,target,category,polarity,_merge
"Dostlarinizla birlikte gürültüden uzak, bir seyler içme düsüncesindeyseniz birbirinizin sesini rahatlikla duyabileceginiz mükemmel bir yer Limonlu Bahçe. Bahçesindeki kedilerinin birbirini kovalamasi ise mutluluktan midenizde kelebekler uçurtuyor! Tek sorun siparisin çok geç gelmesi ve yemeklerin performans-fiyat birlikteliginin tutarli olmamasi",,SERVICE#GENERAL,negative,left_only
Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik. Tatlilar muhtesemdi. Hesap gelene kadar tadimizda çok iyiydi. 342 TL çok fazla. Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,,DRINKS#STYLE_OPTIONS,negative,left_only
Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik. Tatlilar muhtesemdi. Hesap gelene kadar tadimizda çok iyiydi. 342 TL çok fazla. Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,,FOOD#QUALITY,positive,left_only
Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik. Tatlilar muhtesemdi. Hesap gelene kadar tadimizda çok iyiydi. 342 TL çok fazla. Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,,RESTAURANT#PRICES,negative,left_only
"Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini... Yakinlarda gittim servis berbat. Fiyat yüksek, kart geçmiyor... Yine de sorbe dondurmasi güzeldir.",,FOOD#QUALITY,positive,left_only
"Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini... Yakinlarda gittim servis berbat. Fiyat yüksek, kart geçmiyor... Yine de sorbe dondurmasi güzeldir.",,RESTAURANT#GENERAL,negative,left_only
"Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini... Yakinlarda gittim servis berbat. Fiyat yüksek, kart geçmiyor... Yine de sorbe dondurmasi güzeldir.",,RESTAURANT#PRICES,negative,left_only
"Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini... Yakinlarda gittim servis berbat. Fiyat yüksek, kart geçmiyor... Yine de sorbe dondurmasi güzeldir.",,SERVICE#GENERAL,negative,left_only
Dışarıdan lüks gibi görünse de artık tarihi geçmiş mekan görüntüsü vermekte ve içerideki aksesuarlar göz yormakta.,mekan,AMBIENCE#GENERAL,negative,right_only
"Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan. Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında. Servis kaliteli, çalışanları ise inanılmaz ilgili. Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da. Mekandaki müzik seçimleri de harika. Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.",,AMBIENCE#GENERAL,positive,left_only
"Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan. Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında. Servis kaliteli, çalışanları ise inanılmaz ilgili. Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da. Mekandaki müzik seçimleri de harika. Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.",,DRINKS#QUALITY,positive,left_only
"Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan. Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında. Servis kaliteli, çalışanları ise inanılmaz ilgili. Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da. Mekandaki müzik seçimleri de harika. Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.",,DRINKS#STYLE_OPTIONS,positive,left_only
"Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan. Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında. Servis kaliteli, çalışanları ise inanılmaz ilgili. Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da. Mekandaki müzik seçimleri de harika. Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.",,SERVICE#GENERAL,positive,left_only
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,AMBIENCE#GENERAL,positive,left_only
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,LOCATION#GENERAL,positive,left_only
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,RESTAURANT#GENERAL,neutral,left_only
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,RESTAURANT#PRICES,positive,left_only
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,SERVICE#GENERAL,negative,left_only
"En önemli özelliği olan döneri hariç geri kalan her şey iyiydi. Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi. Ama döneri methedildiği kadar değilmiş.",,FOOD#QUALITY,negative,left_only
"En önemli özelliği olan döneri hariç geri kalan her şey iyiydi. Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi. Ama döneri methedildiği kadar değilmiş.",,RESTAURANT#GENERAL,positive,left_only
"En önemli özelliği olan döneri hariç geri kalan her şey iyiydi. Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi. Ama döneri methedildiği kadar değilmiş.",,SERVICE#GENERAL,positive,left_only
"English pub tarzında dekorasyona sahip, bira çeşitliliği fazla olan tarz bir mekan.",mekan,AMBIENCE#GENERAL,positive,right_only
Eski performansini ariyoruz - Baslarda müptelasi oldugum ama son zamanlarda kalitesi oldukça düsen bir mekan. Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,,FOOD#QUALITY,conflict,left_only
Eski performansini ariyoruz - Baslarda müptelasi oldugum ama son zamanlarda kalitesi oldukça düsen bir mekan. Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,,RESTAURANT#GENERAL,negative,left_only
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,AMBIENCE#GENERAL,positive,left_only
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,FOOD#QUALITY,conflict,left_only
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,FOOD#STYLE_OPTIONS,negative,left_only
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,RESTAURANT#GENERAL,negative,left_only
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,SERVICE#GENERAL,negative,left_only
"Etler , meze, salata ve patates kizartmasi da size kesinlikle aksini dusundurmuyor.",patates kizartmasi,FOOD#QUALITY,positive,right_only
Etler kalitesi ortalama. Lezzet ortalama. Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası. Mekan güzel. Bu et bu parayı asla hak etmiyor. Nasıl ve neden bilmiyorum Florya Şazeli'de etin daha lezzetli olduğu söyleniyor. Oraya da gidip tadacağım.,,FOOD#PRICES,negative,left_only
Etler kalitesi ortalama. Lezzet ortalama. Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası. Mekan güzel. Bu et bu parayı asla hak etmiyor. Nasıl ve neden bilmiyorum Florya Şazeli'de etin daha lezzetli olduğu söyleniyor. Oraya da gidip tadacağım.,,FOOD#QUALITY,negative,left_only
Etler kalitesi ortalama. Lezzet ortalama. Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası. Mekan güzel. Bu et bu parayı asla hak etmiyor. Nasıl ve neden bilmiyorum Florya Şazeli'de etin daha lezzetli olduğu söyleniyor. Oraya da gidip tadacağım.,,RESTAURANT#GENERAL,conflict,left_only
Etleri mezeleri basarili ama porsiyonlar inanilmaz buyuk. 3 kisi 2 kisi icin getirdiklerini rahatlikla yiyebilir. 3 gidip 2 kisilik getirin derseniz yiyecekler bu sekilde geliyor ama kisi basina 70tl yaziyorlar cok sacma olmus,,FOOD#PRICES,negative,left_only
Etleri mezeleri basarili ama porsiyonlar inanilmaz buyuk. 3 kisi 2 kisi icin getirdiklerini rahatlikla yiyebilir. 3 gidip 2 kisilik getirin derseniz yiyecekler bu sekilde geliyor ama kisi basina 70tl yaziyorlar cok sacma olmus,,FOOD#QUALITY,positive,left_only
Etleri mezeleri basarili ama porsiyonlar inanilmaz buyuk. 3 kisi 2 kisi icin getirdiklerini rahatlikla yiyebilir. 3 gidip 2 kisilik getirin derseniz yiyecekler bu sekilde geliyor ama kisi basina 70tl yaziyorlar cok sacma olmus,,FOOD#STYLE_OPTIONS,neutral,left_only
Etleri oldukça lezzetli. ,Etleri,FOOD#QUALITY,positive,left_only
Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri... Mekan çok küçük hemen doluyor. Öglenleri yer bulamadigimiz çok oluyor. Genelde ürünler lezzetli ve fiyat da uygun . Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,,AMBIENCE#GENERAL,negative,left_only
Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri... Mekan çok küçük hemen doluyor. Öglenleri yer bulamadigimiz çok oluyor. Genelde ürünler lezzetli ve fiyat da uygun . Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,,FOOD#PRICES,positive,left_only
Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri... Mekan çok küçük hemen doluyor. Öglenleri yer bulamadigimiz çok oluyor. Genelde ürünler lezzetli ve fiyat da uygun . Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,,FOOD#QUALITY,positive,left_only
Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri... Mekan çok küçük hemen doluyor. Öglenleri yer bulamadigimiz çok oluyor. Genelde ürünler lezzetli ve fiyat da uygun . Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,,FOOD#STYLE_OPTIONS,positive,left_only
Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri... Mekan çok küçük hemen doluyor. Öglenleri yer bulamadigimiz çok oluyor. Genelde ürünler lezzetli ve fiyat da uygun . Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,,RESTAURANT#GENERAL,positive,left_only
Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri... Mekan çok küçük hemen doluyor. Öglenleri yer bulamadigimiz çok oluyor. Genelde ürünler lezzetli ve fiyat da uygun . Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,,SERVICE#GENERAL,negative,left_only
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti. Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,,AMBIENCE#GENERAL,positive,left_only
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti. Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,,FOOD#QUALITY,positive,left_only
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti. Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,,SERVICE#GENERAL,negative,left_only
Favorilerim biçak arasi ve saç arasi ama tavuk sis ve diger ekmeklerde (kasarli ve kiymali) çok basarili.,biçak arasi,FOOD#QUALITY,positive,right_only
Favorilerim biçak arasi ve saç arasi ama tavuk sis ve diger ekmeklerde (kasarli ve kiymali) çok basarili.,ekmeklerde,FOOD#QUALITY,positive,right_only
Favorilerim biçak arasi ve saç arasi ama tavuk sis ve diger ekmeklerde (kasarli ve kiymali) çok basarili.,tavuk sis,FOOD#QUALITY,positive,right_only
"Fena değil ama menemen için fiyat yüksek. Bu arada porsiyon da oldukça büyük, iki kişiye rahatlıkla yeter. Çok sulu olduğu için zaten bol ekmekle yeniyor.",,FOOD#PRICES,negative,left_only
"Fena değil ama menemen için fiyat yüksek. Bu arada porsiyon da oldukça büyük, iki kişiye rahatlıkla yeter. Çok sulu olduğu için zaten bol ekmekle yeniyor.",,FOOD#QUALITY,neutral,left_only
"Fena değil ama menemen için fiyat yüksek. Bu arada porsiyon da oldukça büyük, iki kişiye rahatlıkla yeter. Çok sulu olduğu için zaten bol ekmekle yeniyor.",,FOOD#STYLE_OPTIONS,positive,left_only
Ferah bir ortamı var ve kalabalık buluşmalar için de uygun bir yer.,ortamı,AMBIENCE#GENERAL,positive,right_only
Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan. özellikle yaz akşamları terasında semaver çayını denemelisiniz,,AMBIENCE#GENERAL,positive,left_only
Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan. özellikle yaz akşamları terasında semaver çayını denemelisiniz,,DRINKS#QUALITY,positive,left_only
Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan. özellikle yaz akşamları terasında semaver çayını denemelisiniz,,LOCATION#GENERAL,neutral,left_only
Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan. özellikle yaz akşamları terasında semaver çayını denemelisiniz,,RESTAURANT#PRICES,positive,left_only
"Fiyat/Performans olarak gidilebilecek mekanlardan birisi Uzunlar Kebap. Piyasada bulunan kebapçılara göre 1 tık daha iyidir. Haftasonu gezmeleri için de gidilebilir, aç kaldığınızda yemeğimi yiyip hemen kalkayım mantığında da gidebilirsiniz.",,RESTAURANT#GENERAL,positive,left_only
"Fiyat/Performans olarak gidilebilecek mekanlardan birisi Uzunlar Kebap. Piyasada bulunan kebapçılara göre 1 tık daha iyidir. Haftasonu gezmeleri için de gidilebilir, aç kaldığınızda yemeğimi yiyip hemen kalkayım mantığında da gidebilirsiniz.",,RESTAURANT#PRICES,positive,left_only
"Fiyatlar yakın, sokakta rahat bir ortamda, kaşıkla çeşitli balık servisi alıyorsunuz.",Fiyatlar,RESTAURANT#PRICES,neutral,left_only
"Fiyatlar yakın, sokakta rahat bir ortamda, kaşıkla çeşitli balık servisi alıyorsunuz.",balık servisi,FOOD#STYLE_OPTIONS,positive,left_only
"Fiyatlar yakın, sokakta rahat bir ortamda, kaşıkla çeşitli balık servisi alıyorsunuz.",ortamda,AMBIENCE#GENERAL,positive,left_only
Fiyatlari gercekten pahali fakat kaliteli ve hos bir mekan ariyorsaniz kesinlikle tercih edilebilir. Ozellikle begendilerine kattiklari damla sakizi o kadar hos bir aroma veriyor ki anlatamam. Baslangiclarinin bir cogunu denedik hepside enfes. Tatli olarak sufleyi tercih ettik ve ona da bayildik. Mukemmel. Tek eksik olarak etin orta pisimisini istememize ragmen cok pismis bir et ile karsilastik.,,FOOD#QUALITY,positive,left_only
Fiyatlari gercekten pahali fakat kaliteli ve hos bir mekan ariyorsaniz kesinlikle tercih edilebilir. Ozellikle begendilerine kattiklari damla sakizi o kadar hos bir aroma veriyor ki anlatamam. Baslangiclarinin bir cogunu denedik hepside enfes. Tatli olarak sufleyi tercih ettik ve ona da bayildik. Mukemmel. Tek eksik olarak etin orta pisimisini istememize ragmen cok pismis bir et ile karsilastik.,,FOOD#STYLE_OPTIONS,negative,left_only
Fiyatlari gercekten pahali fakat kaliteli ve hos bir mekan ariyorsaniz kesinlikle tercih edilebilir. Ozellikle begendilerine kattiklari damla sakizi o kadar hos bir aroma veriyor ki anlatamam. Baslangiclarinin bir cogunu denedik hepside enfes. Tatli olarak sufleyi tercih ettik ve ona da bayildik. Mukemmel. Tek eksik olarak etin orta pisimisini istememize ragmen cok pismis bir et ile karsilastik.,,RESTAURANT#GENERAL,positive,left_only
Fiyatlari gercekten pahali fakat kaliteli ve hos bir mekan ariyorsaniz kesinlikle tercih edilebilir. Ozellikle begendilerine kattiklari damla sakizi o kadar hos bir aroma veriyor ki anlatamam. Baslangiclarinin bir cogunu denedik hepside enfes. Tatli olarak sufleyi tercih ettik ve ona da bayildik. Mukemmel. Tek eksik olarak etin orta pisimisini istememize ragmen cok pismis bir et ile karsilastik.,,RESTAURANT#PRICES,negative,left_only
Fiyatları ortalamanın üstünde. ,Fiyatları,RESTAURANT#PRICES,negative,left_only
"Garson arkadaşlar, mekanın manzarası, hizmet şahane ama lezzet adına söyleyebileceğim çok şey yok.",hizmet,SERVICE#GENERAL,positive,right_only
Garsonlar elbette kibarlar ama sürekli etrafınızda dolaşıp size bakmaları bazen huzursuzluk verebiliyor.,Garsonlar,SERVICE#GENERAL,positive,left_only
Garsonlar elbette kibarlar ama sürekli etrafınızda dolaşıp size bakmaları bazen huzursuzluk verebiliyor.,,SERVICE#GENERAL,negative,left_only
Garsonlar suratsiz. Bu kadar methedilmeyi hakketmiyor. Kasarli köftenin içinde kasar olmayan ve köfte ustasi geçinen bir yer! Açiklama: kasarla köfte yoguruluyormus. Isletme sahibi kaba. Bizim kasarli köfte tanimimiz böyle diyor sadece! Müsteri memnuniyeti sifir!,,FOOD#STYLE_OPTIONS,negative,left_only
Garsonlar suratsiz. Bu kadar methedilmeyi hakketmiyor. Kasarli köftenin içinde kasar olmayan ve köfte ustasi geçinen bir yer! Açiklama: kasarla köfte yoguruluyormus. Isletme sahibi kaba. Bizim kasarli köfte tanimimiz böyle diyor sadece! Müsteri memnuniyeti sifir!,,RESTAURANT#GENERAL,negative,left_only
Garsonlar suratsiz. Bu kadar methedilmeyi hakketmiyor. Kasarli köftenin içinde kasar olmayan ve köfte ustasi geçinen bir yer! Açiklama: kasarla köfte yoguruluyormus. Isletme sahibi kaba. Bizim kasarli köfte tanimimiz böyle diyor sadece! Müsteri memnuniyeti sifir!,,SERVICE#GENERAL,negative,left_only
Geniş bahçesi ve terası ile bu lokasyona yakın arkadaşların yaz akşamlaında açık haavada nargile keyfi yapabilecekleri bir mekan.,mekan,AMBIENCE#GENERAL,positive,right_only
Geniş bahçesi ve terası ile bu lokasyona yakın arkadaşların yaz akşamlaında açık haavada nargile keyfi yapabilecekleri bir mekan. çıkışta dürüm tır da dürümlerinizi yiyebilirsiniz ?,,AMBIENCE#GENERAL,positive,left_only
Geniş çay menüsü ve bence alelade demlenen çaylar. Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum. Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim. Tatlıları için gelinebilir.,,DRINKS#PRICES,negative,left_only
Geniş çay menüsü ve bence alelade demlenen çaylar. Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum. Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim. Tatlıları için gelinebilir.,,DRINKS#QUALITY,conflict,left_only
Geniş çay menüsü ve bence alelade demlenen çaylar. Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum. Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim. Tatlıları için gelinebilir.,,DRINKS#STYLE_OPTIONS,negative,left_only
Geniş çay menüsü ve bence alelade demlenen çaylar. Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum. Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim. Tatlıları için gelinebilir.,,FOOD#QUALITY,positive,left_only
Geri kalan hersey tazeydi kayısı ve cevizle süslemeleri çok hoşuma gitti kahvaltıya fresh bir hava katmışlar.,kahvaltıya,SERVICE#GENERAL,positive,right_only
Giderseniz deneyebilirsiniz :),,RESTAURANT#GENERAL,positive,left_only
Göksunun kenarında çok şirin bir yer. Yemekleri de gayet lezzetliydi. Görselliğe pek önem vermedikleri aşikar yine de. Ama hizmet konusunda on puan veriyorum,,AMBIENCE#GENERAL,conflict,left_only
Göksunun kenarında çok şirin bir yer. Yemekleri de gayet lezzetliydi. Görselliğe pek önem vermedikleri aşikar yine de. Ama hizmet konusunda on puan veriyorum,,FOOD#QUALITY,positive,left_only
Göksunun kenarında çok şirin bir yer. Yemekleri de gayet lezzetliydi. Görselliğe pek önem vermedikleri aşikar yine de. Ama hizmet konusunda on puan veriyorum,,SERVICE#GENERAL,positive,left_only
"Güzel - Konum olarak çok keyifli bir yer degil ancak çalisirken ögle yemekleri için bazen gidiyoruz. Yemeklerin lezzetine inanamayacaksiniz, pastirma ile yapilan Topkapi kebabi çok iyidir.",,FOOD#QUALITY,positive,left_only
"Güzel - Konum olarak çok keyifli bir yer degil ancak çalisirken ögle yemekleri için bazen gidiyoruz. Yemeklerin lezzetine inanamayacaksiniz, pastirma ile yapilan Topkapi kebabi çok iyidir.",,LOCATION#GENERAL,negative,left_only
Güzel manzara ancak fiyat performans olarak mutfak yeterli değil. Bu kadar ünlü olmasını reklama bağlıyorum çünkü çok daha iyi deniz ürünlerini daha uygun fiyatlarla yiyebileceğiniz bir sürü yer var İstanbul'da. Paranız çoksa deneyin ama şart da değil:,,AMBIENCE#GENERAL,positive,left_only
Güzel manzara ancak fiyat performans olarak mutfak yeterli değil. Bu kadar ünlü olmasını reklama bağlıyorum çünkü çok daha iyi deniz ürünlerini daha uygun fiyatlarla yiyebileceğiniz bir sürü yer var İstanbul'da. Paranız çoksa deneyin ama şart da değil:,,FOOD#PRICES,negative,left_only
Güzel manzara ancak fiyat performans olarak mutfak yeterli değil. Bu kadar ünlü olmasını reklama bağlıyorum çünkü çok daha iyi deniz ürünlerini daha uygun fiyatlarla yiyebileceğiniz bir sürü yer var İstanbul'da. Paranız çoksa deneyin ama şart da değil:,,FOOD#QUALITY,negative,left_only
Güzel manzara ancak fiyat performans olarak mutfak yeterli değil. Bu kadar ünlü olmasını reklama bağlıyorum çünkü çok daha iyi deniz ürünlerini daha uygun fiyatlarla yiyebileceğiniz bir sürü yer var İstanbul'da. Paranız çoksa deneyin ama şart da değil:,,RESTAURANT#GENERAL,neutral,left_only
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",Otagtepe'nin manzarasi,AMBIENCE#GENERAL,positive,right_only
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok. Hizmet kalitesi de iyi degil.",,AMBIENCE#GENERAL,positive,left_only
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok. Hizmet kalitesi de iyi degil.",,FOOD#QUALITY,negative,left_only
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok. Hizmet kalitesi de iyi degil.",,FOOD#STYLE_OPTIONS,negative,left_only
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok. Hizmet kalitesi de iyi degil.",,SERVICE#GENERAL,negative,left_only
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki. Sürekli kalabalık olan bir mekan. Üniversiteliler çok sık uğruyor. Kadıköydeki gözde mekanlardan biri,,AMBIENCE#GENERAL,negative,left_only
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki. Sürekli kalabalık olan bir mekan. Üniversiteliler çok sık uğruyor. Kadıköydeki gözde mekanlardan biri,,FOOD#QUALITY,negative,left_only
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki. Sürekli kalabalık olan bir mekan. Üniversiteliler çok sık uğruyor. Kadıköydeki gözde mekanlardan biri,,RESTAURANT#GENERAL,positive,left_only
"Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi. Bir kez daha sans vereceğim. Servisi bazen iyi, bazen kötü. Mekan tasarımı iyi.",,AMBIENCE#GENERAL,positive,left_only
"Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi. Bir kez daha sans vereceğim. Servisi bazen iyi, bazen kötü. Mekan tasarımı iyi.",,FOOD#QUALITY,positive,left_only
"Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi. Bir kez daha sans vereceğim. Servisi bazen iyi, bazen kötü. Mekan tasarımı iyi.",,RESTAURANT#GENERAL,negative,left_only
"Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi. Bir kez daha sans vereceğim. Servisi bazen iyi, bazen kötü. Mekan tasarımı iyi.",,SERVICE#GENERAL,neutral,left_only
Hamur biraz fazla inceydi ve peynir daha bol olabilir.,peynir,FOOD#STYLE_OPTIONS,negative,right_only
Hangi gün hangi saat gidilse kalabalıktan kurtulmak mümkün değil. Çoluğu çocuğu toplayan ev hanımları grupları mekana olan ilgiyi azaltıyor. Garsonlar iyi. Ürünlerin lezzeti diğer Sütiş'lerle aynı.,,AMBIENCE#GENERAL,negative,left_only
